word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,time,label,top3
"('김세정', 0.040975913405418396)","('뮤지컬', 0.035558998584747314)","('귀환', 0.02720155008137226)","('월', 0.01553273480385542)","('첫', 0.014704692177474499)","('해', 0.01298459991812706)","('사랑', 0.011084030382335186)","('역', 0.011068646796047688)","('바', 0.010327508673071861)","('공연', 0.010136347264051437)","('도전', 0.010133934207260609)","('연기', 0.010082566179335117)","('노래', 0.010044583119452)","('출연', 0.00996022392064333)","('우리금융아트홀', 0.009701857343316078)","('올림픽공원', 0.00970185361802578)","('모으다', 0.009523612447082996)","('스타', 0.009107437916100025)","('알리다', 0.00889632385224104)","('위하다', 0.008082021027803421)","('가다', 0.0073992908000946045)","('데뷔', 0.007354501634836197)","('오다', 0.00675815949216485)","('포스터', 0.006458318792283535)","('해일', 0.006334326229989529)","('관객', 0.006199267692863941)","('창작', 0.006052070297300816)","('쌍둥이', 0.006052069365978241)","('여동생', 0.006052065175026655)","('그날', 0.005949882324784994)",2020.05.25,0,김세정/ 뮤지컬/ 귀환
"('부대', 0.029534636065363884)","('장관', 0.025951068848371506)","('상담', 0.020296918228268623)","('전', 0.020137209445238113)","('전문', 0.018566224724054337)","('관', 0.017087580636143684)","('이다', 0.016353240236639977)","('대통령', 0.015886515378952026)","('코로나', 0.015017951838672161)","('지원', 0.014827434904873371)","('장병', 0.014291545376181602)","('해군', 0.013757843524217606)","('보건부', 0.01344139315187931)","('국방부', 0.013354706577956676)","('부장', 0.011326842941343784)","('국장', 0.011323549784719944)","('인력', 0.010848158970475197)","('대응', 0.010745764710009098)","('작업', 0.010729186236858368)","('운영', 0.010393654927611351)","('경기도', 0.01023219246417284)","('업체', 0.010171855799853802)","('보건', 0.0100098280236125)","('파주', 0.009926090948283672)","('박', 0.00987162347882986)","('클릭', 0.00976561103016138)","('체크', 0.009476655162870884)","('배정', 0.009249240159988403)","('하다', 0.009213283658027649)","('구독', 0.009177329950034618)",2020.05.25,1,부대/ 장관/ 상담
"('씨', 0.03603754937648773)","('확진', 0.031688392162323)","('명', 0.029963277280330658)","('뉴스1', 0.029464032500982285)","('뉴시스', 0.02777210995554924)","('감염', 0.02322065271437168)","('화', 0.017395783215761185)","('경로', 0.01722116395831108)","('방역', 0.01706770993769169)","('코로나', 0.015423715114593506)","('개발', 0.013828190043568611)","('자', 0.013586100190877914)","('격리', 0.013577700592577457)","('등', 0.012825614772737026)","('지역', 0.012700614519417286)","('서울', 0.012697327882051468)","('제거', 0.012544151395559311)","('당국', 0.012409491464495659)","('않다', 0.010621766559779644)","('참여', 0.010175568051636219)","('이태원', 0.010156345553696156)","('판정', 0.010008623823523521)","('언론', 0.009630165062844753)","('공감', 0.009592240676283836)","('원', 0.009151916950941086)","('개', 0.00892553199082613)","('대', 0.008882444351911545)","('진지', 0.008833604864776134)","('경기', 0.008728372864425182)","('기준', 0.008712628856301308)",2020.05.25,2,씨/ 확진/ 명
"('철구', 0.02031094953417778)","('이다', 0.01574053056538105)","('하다', 0.013125958852469921)","('년', 0.012699351646006107)","('미국', 0.012121850624680519)","('방송', 0.011178039014339447)","('중국', 0.010651391930878162)","('하', 0.00959838181734085)","('수', 0.00891805998980999)","('그', 0.008640832267701626)","('정책', 0.006454268004745245)","('전쟁', 0.006437854375690222)","('도박', 0.006391808390617371)","('차', 0.0063064973801374435)","('생', 0.0062706260941922665)","('인사', 0.00625105295330286)","('경향신문', 0.005989226046949625)","('교육', 0.005978677421808243)","('주년', 0.005953902844339609)","('일본', 0.0058580441400408745)","('청소년', 0.005841381847858429)","('역사', 0.005774870049208403)","('플라스틱', 0.005741618573665619)","('되다', 0.005686125252395868)","('국방', 0.005675929132848978)","('재단', 0.005668963305652142)","('사령관', 0.005628377199172974)","('발언', 0.005549188703298569)","('이번', 0.0054572164081037045)","('출신', 0.005398306529968977)",2020.05.25,3,철구/ 이다/ 하다
"('레저', 0.033839162439107895)","('등록', 0.032661549746990204)","('수상', 0.02982224151492119)","('일손', 0.02712141163647175)","('고무', 0.02691698633134365)","('무', 0.026151150465011597)","('여수', 0.02439475990831852)","('방죽', 0.02386210672557354)","('농촌', 0.022461116313934326)","('돕다', 0.020722979679703712)","('레이더', 0.0170497614890337)","('낚시', 0.0164413470774889)","('농가', 0.016268478706479073)","('안전', 0.014963055029511452)","('전남', 0.014421103522181511)","('탐지', 0.014252683147788048)","('해경', 0.014198197983205318)","('포항', 0.014004643075168133)","('적발', 0.01342813391238451)","('사단', 0.013416287489235401)","('위법', 0.013145565055310726)","('해상', 0.012496496550738811)","('달성군', 0.012276104651391506)","('장어', 0.01226153876632452)","('대구', 0.012233910150825977)","('씨', 0.012168300338089466)","('소형', 0.012011433020234108)","('진입', 0.011833489872515202)","('여수시', 0.011681809090077877)","('육군', 0.01165274903178215)",2020.05.25,4,레저/ 등록/ 수상
"('보트', 0.030237413942813873)","('발견', 0.018155373632907867)","('해경', 0.016414759680628777)","('군', 0.016269555315375328)","('되', 0.016209464520215988)","('해변', 0.013847035355865955)","('경계', 0.012414834462106228)","('소형', 0.012260420247912407)","('태안', 0.011869111098349094)","('선박', 0.01099176611751318)","('확인', 0.01084333099424839)","('것', 0.010070443153381348)","('밀입국', 0.009135940112173557)","('있다', 0.009076906368136406)","('주민', 0.008727284148335457)","('태안군', 0.0086342953145504)","('신고', 0.00848661083728075)","('오전', 0.00822338368743658)","('중국인', 0.0081723527982831)","('추정', 0.008156905882060528)","('충남', 0.007997051812708378)","('하', 0.007958493195474148)","('조사', 0.007450401782989502)","('경', 0.007049946580082178)","('관련', 0.006830011028796434)","('해양', 0.006600155495107174)","('들어오다', 0.006525994744151831)","('김', 0.006297433283179998)","('항', 0.006242160685360432)","('시', 0.006215100642293692)",2020.05.25,5,보트/ 발견/ 해경
