word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,time,label,top3
"('비서관', 0.0356157049536705)","('장군', 0.024241743609309196)","('뉴시스', 0.022847792133688927)","('공연', 0.02157294750213623)","('총기', 0.0170903243124485)","('훈련', 0.013557256199419498)","('전', 0.013277677819132805)","('미군', 0.012799564749002457)","('참전', 0.012753373011946678)","('전쟁', 0.012409865856170654)","('특수', 0.011342310346662998)","('상륙', 0.01099485531449318)","('작전', 0.010846352204680443)","('평', 0.010783396661281586)","('마스크', 0.010592080652713776)","('청와대', 0.010432010516524315)","('들', 0.010000580921769142)","('사병', 0.009971880353987217)","('장', 0.009471116587519646)","('문', 0.009282179176807404)","('안장', 0.009124903939664364)","('현', 0.008718045428395271)","('월', 0.008673155680298805)","('국립', 0.008473866619169712)","('충원', 0.00815386138856411)","('기획', 0.008102920837700367)","('지원', 0.008044090121984482)","('귀환', 0.0078058019280433655)","('서울', 0.007732433266937733)","('취소', 0.007592096459120512)",2020.05.31,0,비서관/ 장군/ 뉴시스
"('김재규', 0.01695220358669758)","('김', 0.014355686493217945)","('전투', 0.012306999415159225)","('당시', 0.010401066392660141)","('고문', 0.010092254728078842)","('하', 0.009883930906653404)","('판결', 0.009772456251084805)","('하다', 0.009713738225400448)","('부장', 0.00938956905156374)","('지역', 0.009207528084516525)","('재심', 0.0090306606143713)","('드론', 0.008789475075900555)","('차량', 0.008778872899711132)","('보안사', 0.00872449018061161)","('년', 0.008375370875000954)","('위', 0.007765174377709627)","('대하다', 0.007713177241384983)","('영상', 0.007648449391126633)","('이다', 0.0076279183849692345)","('없다', 0.007614074740558863)","('국가', 0.007481964770704508)","('공격', 0.007215067744255066)","('대', 0.0067995768040418625)","('수사관', 0.006708876695483923)","('들', 0.006693464703857899)","('사건', 0.006546742748469114)","('변호사', 0.006398214027285576)","('재판', 0.006351146847009659)","('육군', 0.006315786857157946)","('전', 0.005613709334284067)",2020.05.31,1,김재규/ 김/ 전투
"('우주', 0.0178902056068182)","('미사일', 0.017498275265097618)","('발사', 0.014965983107686043)","('인권', 0.012793485075235367)","('북한', 0.010835608467459679)","('한국', 0.010436555370688438)","('기지', 0.009711602702736855)","('있다', 0.00921464990824461)","('공군', 0.009084316901862621)","('개발', 0.00875331461429596)","('다시', 0.007379584480077028)","('적', 0.007333385292440653)","('비행', 0.006815463770180941)","('세계', 0.006708814762532711)","('보내다', 0.006629917770624161)","('유인', 0.006611540913581848)","('보이다', 0.0065474556758999825)","('미국', 0.006517984438687563)","('한', 0.006462278310209513)","('의원', 0.006452209781855345)","('배치', 0.006327466107904911)","('위협', 0.006313825957477093)","('평등', 0.006251255515962839)","('이다', 0.006214020773768425)","('보안법', 0.006127852015197277)","('형', 0.00605920422822237)","('민간', 0.005960303824394941)","('찾다', 0.005913492292165756)","('대통령', 0.005913471803069115)","('로켓', 0.005846124608069658)",2020.05.31,2,우주/ 미사일/ 발사
"('과학기술', 0.046932402998209)","('전문사관', 0.03036513738334179)","('국방', 0.028918391093611717)","('명', 0.018042173236608505)","('기술', 0.017627093940973282)","('기', 0.01680416241288185)","('복무', 0.01579279638826847)","('전역', 0.01506779808551073)","('간', 0.012874269858002663)","('과학', 0.01203260850161314)","('중위', 0.012018655426800251)","('분야', 0.01117818895727396)","('연구', 0.010457908734679222)","('제', 0.010392751544713974)","('장교', 0.009992992505431175)","('연구개발', 0.009258989244699478)","('기여', 0.009173770435154438)","('하', 0.008933018893003464)","('대학', 0.008822555653750896)","('우수', 0.008810846135020256)","('선발', 0.008572825230658054)","('수행', 0.008315560407936573)","('경험', 0.008204452693462372)","('교육', 0.007908099330961704)","('양성', 0.007726379670202732)","('인재', 0.007667520083487034)","('프로그램', 0.007602239493280649)","('인력', 0.007306528743356466)","('마치다', 0.007185723166912794)","('창업', 0.007082868367433548)",2020.05.31,3,과학기술/ 전문사관/ 국방
"('병사', 0.02313872240483761)","('판정', 0.02181088551878929)","('코로나', 0.021420545876026154)","('확진', 0.018746456131339073)","('전상', 0.017213119193911552)","('받다', 0.01609227806329727)","('이데일리', 0.015750162303447723)","('복귀', 0.01531286258250475)","('중사', 0.012101683765649796)","('일', 0.011587871238589287)","('버스', 0.010694601573050022)","('음성', 0.010006222873926163)","('명', 0.009667396545410156)","('공상', 0.009574374184012413)","('부대', 0.00957362912595272)","('타다', 0.009353415109217167)","('서울', 0.009240844286978245)","('검사', 0.009138992056250572)","('격리', 0.008720891550183296)","('시행령', 0.008421930484473705)","('오후', 0.00836686510592699)","('시', 0.008359545841813087)","('재', 0.007880089804530144)","('시설', 0.00739976204931736)","('기준', 0.007293448783457279)","('감염증', 0.007266803178936243)","('방', 0.007250179070979357)","('휴가', 0.007193328347057104)","('코로나바이러스', 0.007155235856771469)","('신종', 0.007030227221548557)",2020.05.31,4,병사/ 판정/ 코로나
"('시위', 0.01778200827538967)","('시위대', 0.016375761479139328)","('주', 0.013955527916550636)","('트럼프', 0.013310049660503864)","('흑인', 0.013293650932610035)","('미니애폴리스', 0.013286490924656391)","('백악관', 0.01324125099927187)","('경찰', 0.012759722769260406)","('하', 0.012409066781401634)","('플로이드', 0.01172622013837099)","('대통령', 0.010783632285892963)","('폭력', 0.01024420466274023)","('강경', 0.008205034770071507)","('미국', 0.008099556900560856)","('미네소타', 0.007998484186828136)","('워싱턴', 0.007195355370640755)","('연방', 0.007065118290483952)","('폭동', 0.007046204525977373)","('사망', 0.006779116112738848)","('항의', 0.006717049982398748)","('폭도', 0.00636330945417285)","('투입', 0.006337769329547882)","('전날', 0.006204243283718824)","('시간', 0.006008626893162727)","('되', 0.005862985271960497)","('밤', 0.005853557493537664)","('진압', 0.005834321025758982)","('군대', 0.005724142771214247)","('숨지다', 0.00563673535361886)","('조지', 0.005317771341651678)",2020.05.31,5,시위/ 시위대/ 주
