,press,title,url,content,like,dislike,time,re_reply
259,연합뉴스,"""영농민 아닌데…"" 월북 시도 '살인 용의자' 잡은 장병들",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011655640,살인 청부 아님?죽은 시체 사진을 왜 찍음?지금처럼 걸릴위험이 큰데,0,0,2020.06.05. 10:54:04,0
260,연합뉴스,"""영농민 아닌데…"" 월북 시도 '살인 용의자' 잡은 장병들",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011655640,새끼..22사 쪽으로 갔어야지...,0,0,2020.06.04. 16:20:25,0
261,연합뉴스,"""영농민 아닌데…"" 월북 시도 '살인 용의자' 잡은 장병들",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011655640,잡으라는 정은이는 안잡고 크ㅡㅋ 엉뚱한 것 잡앗다고 생색이네 국방부 하는 짓거리가 참 가관이다,0,2,2020.06.04. 14:40:16,0
262,문화일보,“軍동원” 트럼프에 반기 들었다… 경질설 돌자 입장 바꾼 에스퍼,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=021&aid=0002430384,지금껏 미국이 진정한 강대국인줄 알았는데 코로나 격고나서 확실히 알았다. 미국은 강대국이 아니라 그저 무기팔아 먹고사는 돈만 많은 나라였다는사실~방역도엉망. 치안도엉망.정치는 개엉망~,0,0,2020.06.04. 12:53,0
263,뉴스1,"군인권센터 ""일제에 충성한 군인 56명 현충원서 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004676685,친일청산 재조산하,7,0,2020.06.04. 12:13:56,0
264,뉴스1,"군인권센터 ""일제에 충성한 군인 56명 현충원서 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004676685,꼭 네이버에서 이런류 기사에는 댓글이 없더라고...,2,0,2020.06.04. 14:03:48,0
265,뉴스1,"군인권센터 ""일제에 충성한 군인 56명 현충원서 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004676685,지금 김정은 위원장님께 충성하는 문비서실장 무리들은 어떻게 해야 하나?,1,0,2020.06.04. 15:31:11,0
266,뉴스1,"군인권센터 ""일제에 충성한 군인 56명 현충원서 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004676685,당장 시행하라,0,0,2020.06.04. 14:24:40,0
267,뉴스1,"군인권센터 ""일제에 충성한 군인 56명 현충원서 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004676685,"박정희가 저기 묻힌 거, 말이 되니?? 싹 다 파내서 블질러 버리고 남은 뼛가루 현충원 입구에 자리마련해 묻어라. 방문객들이 한 번씩 밟고 침뱉을 수 있게 친일파 코너 마련.",0,1,2020.06.04. 14:17:48,0
268,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,반일팔이가 짭짤하다는게 위안부 정의연을 보고 눈치챘구나. 군인권쎈타까지 반일팔이에 나섰네. ㅉㅉㅉㅉ,132,49,2020.06.04. 11:34,11
269,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,파묘해라! 근데 손혜원 부친은??,61,2,2020.06.04. 11:35,4
270,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,친북은??,48,6,2020.06.04. 11:33,5
271,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,지오영  마스크 공급때  군인동원 보고만 있었던  임태훈 게이 대표는  편향적인  군인권센타,51,10,2020.06.04. 11:34,2
272,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,518  명단부터  까라 간첩 들아,38,18,2020.06.04. 11:37,1
273,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,군인권센터 : 게이가 만든 군 비방 단체,10,2,2020.06.04. 11:42,0
274,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,이 기회에 북에 공조한 인간들도 다 파내자 같은 민족의 가슴팍에 총부리를 겨누고 살해한 북에 동조하고 찬양한 인간들도 사회 곳곳에서 활동하고 현충원에 묻혀 있는 양반들 전부 파서 부관참시 시키자 ~~~,7,0,2020.06.04. 11:38,0
275,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,말만하지말고 빨리 파내라!!,10,5,2020.06.04. 11:33,0
276,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,도대체 누가 마음대로 군인권센터라는 이름을 사용하냐?. 게이야 국민들 한테 물어보고 사용하냐?.,5,0,2020.06.04. 11:45,0
277,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,"민주당을 중심으로 한 종북좌파 연대 ! 초등 수준도 안되는 도덕성과 염치로 국민을 편가르기 하고 내편이면 송사리때 같이 몰려다니며 보호하고 반대편이면 말도 안되는 논리로 린치를 가하고 자기들의 치부를 파해치려는 검찰이나 언론에 대해서는 검찰개혁, 언론개혁하면서 해꼬지 하는 인간들임",5,2,2020.06.04. 11:36,0
278,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,이사람들   또 시작이네.  그리 정권에 충성하고 싶냐.현제  우리 나라 적이 누구냐.  그것도 모르는 사람들이 설치고 있으니. 기가차다,3,0,2020.06.04. 14:45,0
279,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,진작 했어야 할 숙제였던것 같다.,3,0,2020.06.04. 12:01,0
280,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,반드시 파묘해라,3,0,2020.06.04. 11:37,0
281,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,과거 친일은 매국적이고 좌빨은 애국적인가?,4,2,2020.06.04. 13:27,1
282,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,군을 말아쳐 드시고 있는 시민단체 군인권은 즉각해체해라! 국민의 한사람으로 명령한다.,3,1,2020.06.04. 13:18,0
283,노컷뉴스,"군인권센터 ""현충원 안장된 '친일 군인' 56명 파묘해야""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003368060,당연히 파묘해야지요기득권이  친일 후손이라 안되는건가오?,3,1,2020.06.04. 13:15,1
284,헤럴드경제,"‘충성파’ 에스퍼의 반기…트럼프, 국방장관 쳐낼까",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682210,또람뿌야 컨셉을 돌아이로 갈거면 완전 미친돌아이로 가라 어설프면 목 날아간다  글구 중국견제하는거는 인정한다 ㅋ 좀더쎄게,0,1,2020.06.04. 19:50,0
285,이데일리,마포구 ‘서울화력발전소’에 대규모 문화시설 들어선다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004656515,여기가 한때는 돔구장 예정지역이었지,0,0,2020.06.04. 11:21,0
286,매일경제,애오개역 인근 최고 70m 주상복합 들어설 듯,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004588628,마래푸 뷰 가리겠네,0,0,2020.06.04. 13:57,2
287,파이낸셜뉴스,"美 국방부, 시위 진압용 군대 투입 놓고 백악관과 ‘불협화음’",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=014&aid=0004437302,에스퍼도 아니구만.,0,0,2020.06.06. 11:11,0
288,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,"폭도들이 대낮에 약탈, 폭행을 하는데 군대를 투입 안한다고? 난 트럼프가 옳다고 본다",57,21,2020.06.04. 10:29,10
289,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,누가 봐도 트럼프가 잘못 대처하는 중 선거를 위해 국민들 분열시키는 참 나쁜 대통령,10,1,2020.06.04. 11:48,1
290,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,덕으로 국민을 다스리는게 아니라 총칼로 짖발으려하고있네 미국이 불상하다는 생각이든다 세계리더는 이제 어느나라로 갈것인가 미국은 물건너 같네,5,0,2020.06.04. 11:52,0
291,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,통수권자 말을 듣지 않는데 가만 놔 두겠나? 더구나 트럼프는 자르는데 이력 난 선순데...,3,1,2020.06.04. 10:52,0
292,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,군인은 폭동진압 훈련을 받지 않았다. 투입못하는게 맞지 지역방어만 가능,2,0,2020.06.04. 11:25,0
293,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,트럼프는 대통령 자리가 왕좌인것 마냥 착각하고 있다. 대통령은 국민의 목소리를 듣고 화합과 정의를 실현하는 자리지 니가 예전에 있었던 사업가 사장처럼 구는 자리가 아니란 말이다,1,0,2020.06.04. 12:26,0
294,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,전두환=트럼프 똑같네 미국은 참 무서운 나라야문어 대가리는 사람을 죽인 살인마인데,1,0,2020.06.04. 11:46,0
295,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,전모씨가 생각나는군 ㅋㅋㅋㅋ 원래 권력이 군까지 가지게 되면 독재가 되는거지 도람프 목적 달성 실패,8,8,2020.06.04. 11:00,1
296,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,트럼프 저 안에서도 왕따일듯,1,1,2020.06.04. 11:14,0
297,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,딱 봐도 에스퍼 타입이네,0,0,2020.06.05. 07:44,0
298,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,소신있네  멋잇다 장관,0,0,2020.06.04. 20:07,0
299,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,이래서 링컨이 대단함. 남부 백인들이 연방 탈퇴하고 전쟁 일으키니까 셔먼 장군을 시켜서 남부를 쑥대밭으로 만들었잖아.,0,0,2020.06.04. 14:14,0
300,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,미국군은 확실히 다르네.대통령에 국민진압 반기.같은 공화당 정부인데.저건 우리 군이 배워야.,0,0,2020.06.04. 12:23,0
301,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,흑인 시인은  우리 한인들에게도 피해  된다  과거  흑인 폭동때  한인 상점 강탈 당하는거  모르냐 ?,0,0,2020.06.04. 11:50,0
302,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,동원해 이자식아!!!!!!대통령말들어 이시키야,0,0,2020.06.04. 11:41,0
303,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,사진 간만에제대로 찾아다가 썼네~ㅋㅋㅋㅋㅋ,0,0,2020.06.04. 11:39,0
304,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,못 짤라,0,0,2020.06.04. 11:24,0
305,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,전라도=흑인  DNA는 타고나는가보다,0,0,2020.06.04. 11:24,0
306,헤럴드경제,美국방장관 “軍 동원할 때 아냐” 반기…트럼프 자를까,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=016&aid=0001682037,군인은 나라와 국민을 지키는데 써야지..폭도 진압하는데 쓰면 안됩니다..그걸 위해 훈련도 받는거구요..경찰은 뒀다 뭐합니까??,3,4,2020.06.04. 10:32,4
307,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,아니  미국 사람들은 왜그러니  시위를 하더라도  같은 국민들것을  왜 약탈을하냐고  이해가 안되네   평화적으로 시위를해야지  우리나라 촛불시위좀 보고배워라  코쟁이들아,2,0,2020.06.04. 11:25,0
308,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,그냥 무력으로 다 해결해라 이 시점에서 시민안전이 우선이지 블랙이던 화이트던 아시안이던 하스패닉이던 머슬람이던 일단 시위 강하게 피해입게하는애들은 싹다 잡아라 못살겠다 이것들 땜에,1,0,2020.06.04. 10:59,0
309,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,짱개가 범죄조직 사주하여 폭동 일으킨거면?,2,2,2020.06.04. 11:09,0
310,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,"내 장담하는데 또람푸는 그냥 입터는거고 절대 실천하지 못함. 보기보다 엄청 겁쟁이고 미국이 중국때리는거 같지, 면밀히 보면 중국이 미국(트럼프) 때리기 하고 있음ㅋㅋㅋ",0,0,2020.06.04. 11:38,0
311,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,결국 인권 단체들 눈치 보느라 폭도들에게 희생당하는 무고한 시민들을 버리는거지 뭐,0,0,2020.06.04. 10:56,0
312,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,상원 하원이 뭐하나.거기다 표결을 붙여 나온것으로 해보면 트럼프 손 안대고 코 푸는건데.,0,0,2020.06.04. 10:53,0
313,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,공개적으로 반기는 경질돼야. 이건 아니지. 그럼 장관 밑에 것들이 장군 말 안듣고 장군들이 반기를 들면 어쩔건데.,0,0,2020.06.04. 10:52,0
314,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,근본이 뭔기를 알아야하고 그걸 먼저 해결하는게 우선 순위인듯,0,0,2020.06.04. 10:31,0
315,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,"두들겨맞고 폭도에게 살해당하는 미국인은 니 국민 아니냐?유승민, 김무성 같은놈이 미국의 국방장관이었네..",2,3,2020.06.04. 10:35,1
316,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,"지가 대통령이고 국가운영자인줄 착각하는게 한참 잘못되보이네, 빨리 경질되고 미국은 해야할 조취를 취하고 평화를 찾길",2,3,2020.06.04. 09:56,1
317,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,꼴통 대통령 뽑아서 자업자득,1,2,2020.06.04. 11:02,1
318,뉴시스,"에스퍼 美국방, '연방군 투입' 우왕좌왕…경질설 솔솔",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009897057,재선에 실패할것 같으니 계엄령이라도 내릴 생각인가..? 어디서 많이 듣던 시나리오인데...,2,4,2020.06.04. 10:31,1
319,오마이뉴스,"민주당 대선주자 뛰는데, 통합당엔 김종인 얘기만…",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=047&aid=0002271992,김종인이 유일 대선후보니까~~,0,0,2020.06.04. 16:53,0
320,오마이뉴스,"민주당 대선주자 뛰는데, 통합당엔 김종인 얘기만…",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=047&aid=0002271992,이 영감  물러나가야되는데   공명심 장난아냐  주제팍악이 안되    혼자북치고장구치고  뜰놈 없다  지가  다한다  봐라 ㅡㅎ,0,0,2020.06.04. 14:12,0
321,오마이뉴스,"민주당 대선주자 뛰는데, 통합당엔 김종인 얘기만…",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=047&aid=0002271992,김종인은 당장 대구의 영웅 히로뽕 박지만을 영입해서 대선주자로 추대해야한다,0,0,2020.06.04. 13:48,0
322,오마이뉴스,"민주당 대선주자 뛰는데, 통합당엔 김종인 얘기만…",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=047&aid=0002271992,김종인을 차기 대통령으로 추대하자!! 이낙연을 무찌르자!! 아니면 민경욱 의원이 적격이다!! 무찌르자 좌파 빨갱이!!,0,0,2020.06.04. 11:16,0
323,오마이뉴스,"민주당 대선주자 뛰는데, 통합당엔 김종인 얘기만…",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=047&aid=0002271992,위원장님나오시면찍어드릴께요.그왜에는안됩니다.,0,0,2020.06.04. 10:51,0
324,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,폭도들 진압해야지 ... 약탈하고 방화하고 한인가게들 보니 장난아니더만..... 그리고 코로나때문이라도 집회는 아니지 !!,21,5,2020.06.04. 09:15,2
325,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,니네 집이 불나고 약탈당하고 전기톱으로 문 뚫려 시위가장한 범죄자 침입당해봐야 군부대 투입할래 뭐가 위험상황이 아니야한인상점들 피해속출하고 있는데 피해액봐라시위대때문에 무고한 시민들 통행금지까지 당하고잇다,2,0,2020.06.04. 09:27,0
326,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,지금 누가봐도 비상사태 맞는데 저놈은 소신있는척 말 안듣네,0,0,2020.06.04. 09:47,0
327,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,트럼프.. 나혼자 산다 나올 때가 가장 좋았다,0,1,2020.06.04. 09:13,0
328,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,트럼프는 미국 역사상 최악의 대통령인듯 ㅋㅋ,8,11,2020.06.04. 08:55,2
329,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,미국는 대통령 잘못나오니  세계에서 다들 아픈소리 나온다........,4,7,2020.06.04. 09:18,1
330,뉴시스,"AP ""에스퍼 美국방, 워싱턴 배치 병력 복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009896854,여기가 진짜 독재구만~~  한마디 반대한다고 짜른다고 하고실제로 트위터든 문자로든 막 짤라내고 미국이 어찌 이리 됐지?,8,12,2020.06.04. 08:46,1
331,한국경제,"에스퍼 美 국방, 워싱턴 배치 일부 군인 복귀 결정 '번복'",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004353590,"天安門事件(천안문사태)가 떠오르는군 민주화를 요구하는 수천명의 중국인들을 탱크와 장갑차를 동원해 깔아죽이고 발포해서 죽이고 해산시켰지 심지어 그들은 총기도 소유하지 않았고 상점도 털지 않았어 다른 나라사람은 몰라도 조선족, 공산당 니들은 전두환 트럼프 비난할 자격이없지",2,0,2020.06.04. 09:39,0
332,한국경제,"에스퍼 美 국방, 워싱턴 배치 일부 군인 복귀 결정 '번복'",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004353590,줏대 있다고 빨아준지 30분만에 깨갱 ㅋㅋ,2,0,2020.06.04. 08:57,0
333,한국경제,"에스퍼 美 국방, 워싱턴 배치 일부 군인 복귀 결정 '번복'",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004353590,느그들 그러나 518광주민주화운동 쬬난다  미국은 우리나라와 틀려  살인마 전두환이는 지금까지 살아있지만 느그들은 즉각 사형이다 느그들이 더 잘알지?,0,0,2020.06.04. 09:28,0
334,한국경제,"에스퍼 美 국방, 워싱턴 배치 일부 군인 복귀 결정 '번복'",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004353590,미국 흑인이 죽었다고 우리나라 연예인들까지 나서서 인종차별 안된다고 동참한다고 쇼하고 얼마전 아파트 경비 아저씨는 아파트 주민에게 두들겨 맞아서 자살을했는데 아무도 별관심 안가져주고 아파트 경비원의 자살이나 과잉진압으로 죽은 흑인이다 똑같이 갑질로 죽은건데 흑인이 과잉진압 인종차별 어쩌구 떠들면서 인종차별반대 시위하는 퍼포먼스를 따라하는 연예인들이 역겹다 어찌보면 겅비아저씨가 더욱더 불쌍하고 관심을 가져줘야하는데 왜 흑인인종차별에 더 열을올리지 미국 할램가에 가면은 한국인들 더 심하게 인종차별받아 웃겨 연예인들 너~~무 가증스럽다,0,1,2020.06.04. 09:56,1
335,한국경제,"에스퍼 美 국방, 워싱턴 배치 일부 군인 복귀 결정 '번복'",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=015&aid=0004353590,폭도들을 현장에서 사살하라.,0,3,2020.06.04. 09:21,1
336,SBS,"""에스퍼, 워싱턴 인근 배치 병력 일부 원대복귀 결정 번복""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=055&aid=0000819104,"天安門事件(천안문사태)가 떠오르는군 민주화를 요구하는 수천명의 중국인들을 탱크와 장갑차를 동원해 깔아죽이고 발포해서 죽이고 해산시켰지 심지어 그들은 총기도 소유하지 않았고 상점도 털지 않았어 다른 나라사람은 몰라도 조선족, 공산당 니들은 전두환 트럼프 비난할 자격이없지",2,0,2020.06.04. 09:50,0
337,TV조선,미국 시위 8일째…긴장감 여전하지만 '폭력 사태' 줄어,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=448&aid=0000298934,폭력해서   뭐할건데 ?  답답들아  ᆢ 평화시위랑  폭력강도랑  구분도  해야지,9,1,2020.06.04. 08:22,0
338,TV조선,미국 시위 8일째…긴장감 여전하지만 '폭력 사태' 줄어,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=448&aid=0000298934,백인들이 진짜 존나 착해서 진정되는중. 잘못한것도 없는 사람들이 사과하고 다님  ㅎㄷㄷ 진짜 미국백인들 진국이다,8,2,2020.06.04. 08:14,7
339,TV조선,미국 시위 8일째…긴장감 여전하지만 '폭력 사태' 줄어,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=448&aid=0000298934,왜 인종차별 당하는지를 스스로 증명하는가? 중국폐렴 처럼? 차이나게이트 ■조선족게이트 처럼?,3,0,2020.06.04. 09:00,0
340,TV조선,미국 시위 8일째…긴장감 여전하지만 '폭력 사태' 줄어,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=448&aid=0000298934,그래서 인종차별에 반대하는 시위대가 왜 민가와 상점을 약탈하는데?,2,0,2020.06.04. 10:26,0
